LineID	OperatorID	InServiceDate	operator
114941	5	2014	wsf
114942	5	2014	wsf
114959	5	2014	wsf
114937	5	2014	wsf
114938	5	2014	wsf
114957	5	2014	wsf
114958	5	2014	wsf
114880	6	2014	st
114905	6	2014	st
114911	6	2014	st
114926	6	2014	st
114912	6	2014	st
114943	6	2014	st
114944	6	2014	st
114946	6	2014	st
114947	6	2014	st
114913	6	2014	st
114876	6	2014	st
114877	6	2014	st
114878	6	2014	st
114879	6	2014	st
114924	6	2014	st
114874	6	2014	st
114890	6	2014	st
114501	6	2014	st
114502	6	2014	st
114745	6	2014	st
114500	6	2014	st
114049	6	2014	st
114503	6	2014	st
115286	6	2014	st
114875	6	2014	st
115432	6	2014	st
114750	6	2014	st
114499	6	2014	st
114513	6	2014	st
114514	6	2014	st
114515	6	2014	st
114748	6	2014	st
114749	6	2014	st
114050	6	2014	st
114504	6	2014	st
114506	6	2014	st
114887	6	2014	st
114889	6	2014	st
114892	6	2014	st
114051	6	2014	st
114505	6	2014	st
114885	6	2014	st
114915	6	2014	st
114886	6	2014	st
115308	6	2014	st
115327	6	2014	st
114511	6	2014	st
114512	6	2014	st
114914	6	2014	st
114507	6	2014	st
114888	6	2014	st
114508	6	2014	st
114746	6	2014	st
114891	6	2014	st
114516	6	2014	st
114517	6	2014	st
114788	6	2014	st
114789	6	2014	st
115413	6	2014	st
114950	6	2014	st
114951	6	2014	st
114883	6	2014	st
114895	6	2014	st
114945	6	2014	st
114952	6	2014	st
114960	6	2014	st
114961	6	2014	st
114900	6	2014	st
114903	6	2014	st
114916	6	2014	st
114918	6	2014	st
114896	6	2014	st
114898	6	2014	st
114901	6	2014	st
114897	6	2014	st
114899	6	2014	st
114902	6	2014	st
114904	6	2014	st
114917	6	2014	st
114925	6	2014	st
114884	6	2014	st
114976	6	2014	st
115040	6	2014	st
115423	6	2014	st
114979	6	2014	st
115059	6	2014	st
115056	6	2014	st
114977	6	2014	st
115057	6	2014	st
114978	6	2014	st
114052	6	2014	st
114521	6	2014	st
114787	6	2014	st
114053	6	2014	st
114519	6	2014	st
114054	6	2014	st
114518	6	2014	st
114520	6	2014	st
115306	6	2014	st
114981	6	2014	st
114984	6	2014	st
114047	6	2014	st
114980	6	2014	st
114983	6	2014	st
114497	6	2014	st
114498	6	2014	st
114048	6	2014	st
115214	7	2014	Everett
115215	7	2014	Everett
115216	7	2014	Everett
115217	7	2014	Everett
115220	7	2014	Everett
115221	7	2014	Everett
115222	7	2014	Everett
115225	7	2014	Everett
115226	7	2014	Everett
115227	7	2014	Everett
115230	7	2014	Everett
115231	7	2014	Everett
115232	7	2014	Everett
115233	7	2014	Everett
115234	7	2014	Everett
115236	7	2014	Everett
115237	7	2014	Everett
115238	7	2014	Everett
115241	7	2014	Everett
115242	7	2014	Everett
115244	7	2014	Everett
115245	7	2014	Everett
115246	7	2014	Everett
115247	7	2014	Everett
115248	7	2014	Everett
115250	7	2014	Everett
115251	7	2014	Everett
115224	7	2014	Everett
115219	7	2014	Everett
115228	7	2014	Everett
115243	7	2014	Everett
115239	7	2014	Everett
115229	7	2014	Everett
115240	7	2014	Everett
115249	7	2014	Everett
115223	7	2014	Everett
115218	7	2014	Everett
115235	7	2014	Everett
