,Unnamed: 0,LineID,TransLineNo,Mode,Description,EditNotes,Processing,short_name,long_name,shape_id,route_id,frood_of_payment,ft_mode,id,route_id1,vehicle_name,proof_of_payment
222,222,5102,KT98S,b,98 Fort WardS,98pm_T03,4098,KT98S,98 Fort WardS,98pm_T03,4098,0,b,5102,4098,b1,0
223,223,4305,MK_236,b,236 Woodinville/KTC*,11236059,1236,MK_236,236 Woodinville/KTC*,11236059,1236,0,b,4305,1236,b1,0
224,224,4375,MK_3,b,3 Route 3,10003552,1003,MK_3,3 Route 3,10003552,1003,0,b,4375,1003,b1,0
225,225,4631,MK_927,b,927 Issaquah DART,20927021,1927,MK_927,927 Issaquah DART,20927021,1927,0,b,4631,1927,b1,0
226,226,4717,MK_271,b,271 Issaquah to U D*,41271121,1271,MK_271,271 Issaquah to U D*,41271121,1271,0,b,4717,1271,b1,0
227,227,4283,MK_216,b,216 Sammamish/CBD,30216035,1216,MK_216,216 Sammamish/CBD,30216035,1216,0,b,4283,1216,b1,0
228,228,4285,MK_218,b,218 Issaquah Highla*,30218015,1218,MK_218,218 Issaquah Highla*,30218015,1218,0,b,4285,1218,b1,0
229,229,4286,MK_219,b,219 913 Seattle Iss*,30219021,1219,MK_219,219 913 Seattle Iss*,30219021,1219,0,b,4286,1219,b1,0
230,230,4701,MK_216,b,216 Sammamish/CBD,41216036,1216,MK_216,216 Sammamish/CBD,41216036,1216,0,b,4701,1216,b1,0
231,231,4703,MK_218,b,218 Issaquah Highla*,41218016,1218,MK_218,218 Issaquah Highla*,41218016,1218,0,b,4703,1218,b1,0
232,232,4741,MK_48,p,48 Loyal Heights/Mt*,11048604,1048,MK_48,48 Loyal Heights/Mt*,11048604,1048,0,p,4741,1048,p1,0
233,233,4756,MK_66,p,66 5 & Main to NTC,11066119,1066,MK_66,66 5 & Main to NTC,11066119,1066,0,p,4756,1066,p1,0
234,234,5030,275West,b,275 Monroe-Everett,275-wb-Weekday,3275,275West,275 Monroe-Everett,275-wb-Weekday,3275,0,b,5030,3275,b1,0
235,235,5036,280West,b,280 Lk Stevns-Evertt,14SEP-Weekday-280w-18,3280,280West,280 Lk Stevns-Evertt,14SEP-Weekday-280w-18,3280,0,b,5036,3280,b1,0
236,236,5362,MK_98,b,South Lake Union St*,11098502,1098,MK_98,South Lake Union St*,11098502,1098,0,b,5362,1098,b1,0
237,237,5363,MK_98,b,South Lake Union St*,11098503,1098,MK_98,South Lake Union St*,11098503,1098,0,b,5363,1098,b1,0
238,238,4613,MK_907,b,907 Black Diamond-M*,10907003,1907,MK_907,907 Black Diamond-M*,10907003,1907,0,b,4613,1907,b1,0
239,239,4012,MK_154,b,154 Tukwila Station*,21154059,1154,MK_154,154 Tukwila Station*,21154059,1154,0,b,4012,1154,b1,0
240,240,4264,MK_203,b,203 Shorewood Van S*,41203033,1203,MK_203,203 Shorewood Van S*,41203033,1203,0,b,4264,1203,b1,0
241,241,4265,MK_203,b,203 Shorewood Van S*,41203035,1203,MK_203,203 Shorewood Van S*,41203035,1203,0,b,4265,1203,b1,0
242,242,5010,196West,b,196 Ald Mall-Edmonds,196-wb-Weekday,3196,196West,196 Ald Mall-Edmonds,196-wb-Weekday,3196,0,b,5010,3196,b1,0
243,243,4705,MK_232,b,232 Bellevue/Redmond,30232099,1232,MK_232,232 Bellevue/Redmond,30232099,1232,0,b,4705,1232,b1,0
244,244,4600,MK_888,b,888 Interlake High *,10888026,1888,MK_888,888 Interlake High *,10888026,1888,0,b,4600,1888,b1,0
245,245,4601,MK_889,b,889 Sammamish HS/In*,20889029,1889,MK_889,889 Sammamish HS/In*,20889029,1889,0,b,4601,1889,b1,0
246,246,4686,MK_201,b,201 West Mercer Way*,21201031,1201,MK_201,201 West Mercer Way*,21201031,1201,0,b,4686,1201,b1,0
247,247,4687,MK_202,b,202 Mercer Island,10202061,1202,MK_202,202 Mercer Island,10202061,1202,0,b,4687,1202,b1,0
248,248,4946,RLLRLa,r,LITE RL TCOMA CBD,,6995,RLLRLa,LITE RL TCOMA CBD,,6995,0,r,4946,6995,r1,0
249,249,4994,112South,b,112 Ash P&R-MLT P&R,112-sb-Weekday,3112,112South,112 Ash P&R-MLT P&R,112-sb-Weekday,3112,0,b,4994,3112,b1,0
250,250,5125,KT19S,b,19 Crossroads Shuttl,19_T03,4999,KT19S,19 Crossroads Shuttl,19_T03,4999,0,b,5125,4999,b1,0
251,251,5158,KT37Ea,b,37 Fairgrnds Shuttle,37a_T01,4037,KT37Ea,37 Fairgrnds Shuttle,37a_T01,4037,0,b,5158,4037,b1,0
252,252,5091,KT90DN,b,90D Poulsbo Express*,90D_T03,4090,KT90DN,90D Poulsbo Express*,90D_T03,4090,0,b,5091,4090,b1,0
253,253,4727,MK_306,p,306 Kenmore tunnel *,11306031,1306,MK_306,306 Kenmore tunnel *,11306031,1306,0,p,4727,1306,p1,0
254,254,4040,MK_373,p,373 Aurora Village *,11373011,1373,MK_373,373 Aurora Village *,11373011,1373,0,p,4040,1373,p1,0
255,255,5047,413North,b,desc needed,413-nb-Weekday,3413,413North,desc needed,413-nb-Weekday,3413,0,b,5047,3413,b1,0
256,256,4978,512North,b,desc needed,512-nb-Weekday,6512,512North,desc needed,512-nb-Weekday,6512,0,b,4978,6512,b1,0
257,257,5225,ET2,b,2 S Evt Circulator,RT2CC01,7002,ET2,2 S Evt Circulator,RT2CC01,7002,0,b,5225,7002,b1,0
258,258,5223,ET29,b,29 Coll Stn-Mall Stn,RT29SB01_ALL,7029,ET29,29 Coll Stn-Mall Stn,RT29SB01_ALL,7029,0,b,5223,7029,b1,0
259,259,4833,PT400S,b,400 Puyllp-Tacoma EB,FEB14-400533,2400,PT400S,400 Puyllp-Tacoma EB,FEB14-400533,2400,0,b,4833,2400,b1,0
260,260,5277,KT9,b,9 South Park,9pm_T01,4009,KT9,9 South Park,9pm_T01,4009,0,b,5277,4009,b1,0
261,261,5288,MK_232,b,232 test,41232107,1232,MK_232,232 test,41232107,1232,0,b,5288,1232,b1,0
262,262,5269,KT90,b,90 Poulsbo/Bainbrid*,90_m_T01,4090,KT90,90 Poulsbo/Bainbrid*,90_m_T01,4090,0,b,5269,4090,b1,0
263,263,4148,MK_121,b,121 Normandy Park e*,10121094,1121,MK_121,121 Normandy Park e*,10121094,1121,0,b,4148,1121,b1,0
264,264,5291,MK_121,b,121 test,10121074,1121,MK_121,121 test,10121074,1121,0,b,5291,1121,b1,0
265,265,5364,MK_128,b,West Seattle-White *,11128034,1128,MK_128,West Seattle-White *,11128034,1128,0,b,5364,1128,b1,0
266,266,5365,MK_241,b,Eastgate Factoria B*,11241002,1241,MK_241,Eastgate Factoria B*,11241002,1241,0,b,5365,1241,b1,0
267,267,5401,MK_221,b,Eastgate\Redmond,21221096,1221,MK_221,Eastgate\Redmond,21221096,1221,0,b,5401,1221,b1,0
268,268,5404,MK_C Line,b,C-Line Rapid Ride,21673014,1673,MK_C Line,C-Line Rapid Ride,21673014,1673,0,b,5404,1673,b1,0
269,269,5428,501,b,Milton-Federal Way,FEB14-5014207,2501,501,Milton-Federal Way,FEB14-5014207,2501,0,b,5428,2501,b1,0
270,270,5429,51,b,Union Ave,FEB14-51591,2051,51,Union Ave,FEB14-51591,2051,0,b,5429,2051,b1,0
271,271,5437,3,b,Lakewood/Tacoma,FEB14-3492,2003,3,Lakewood/Tacoma,FEB14-3492,2003,0,b,5437,2003,b1,0
272,272,5438,3,b,Lakewood/Tacoma,FEB14-3589,2003,3,Lakewood/Tacoma,FEB14-3589,2003,0,b,5438,2003,b1,0
273,273,4875,560W,b,560 Belv-SeaTac-WSea,FEB14-56095,6560,560W,560 Belv-SeaTac-WSea,FEB14-56095,6560,0,b,4875,6560,b1,0
274,274,4641,MK_982,p,982 Lakeside\UPrep *,30982008,1982,MK_982,982 Lakeside\UPrep *,30982008,1982,0,p,4641,1982,p1,0
275,275,4341,MK_252,b,252 Seattle/Kingsga*,30252337,1252,MK_252,252 Seattle/Kingsga*,30252337,1252,0,b,4341,1252,b1,0
276,276,4530,MK_62,b,62 SODO-Ballard Rev*,11062023,1062,MK_62,62 SODO-Ballard Rev*,11062023,1062,0,b,4530,1062,b1,0
277,277,4987,821South,b,821 Marysville-UW,14SEP-Weekday-821s-3,3821,821South,821 Marysville-UW,14SEP-Weekday-821s-3,3821,0,b,4987,3821,b1,0
278,278,5334,MK_22,b,West Seattle/White *,10022097,1022,MK_22,West Seattle/White *,10022097,1022,0,b,5334,1022,b1,0
279,279,5372,MK_30,b,Sandpoint/U-Dist,20030021,1030,MK_30,Sandpoint/U-Dist,20030021,1030,0,b,5372,1030,b1,0
280,280,5373,MK_33,b,Ft Lawton,20033057,1033,MK_33,Ft Lawton,20033057,1033,0,b,5373,1033,b1,0
281,281,5381,MK_128,b,West Seattle-White *,20128037,1128,MK_128,West Seattle-White *,20128037,1128,0,b,5381,1128,b1,0
282,282,5382,MK_241,b,Eastgate Factoria B*,20241004,1241,MK_241,Eastgate Factoria B*,20241004,1241,0,b,5382,1241,b1,0
283,283,5383,MK_245,b,Factoria - Kirkland,20245092,1245,MK_245,Factoria - Kirkland,20245092,1245,0,b,5383,1245,b1,0
284,284,4360,MK_27,b,27 Yesler-Leschi Pa*,10027026,1027,MK_27,27 Yesler-Leschi Pa*,10027026,1027,0,b,4360,1027,b1,0
285,285,4835,PT402S,b,402 Meridian SB,FEB14-4025426,2402,PT402S,402 Meridian SB,FEB14-4025426,2402,0,b,4835,2402,b1,0
286,286,4025,MK_221,b,221 Eastgate\Redmond,10221077,1221,MK_221,221 Eastgate\Redmond,10221077,1221,0,b,4025,1221,b1,0
287,287,5235,ET4,b,4 N Evt Circulator,RT4CW01,7004,ET4,4 N Evt Circulator,RT4CW01,7004,0,b,5235,7004,b1,0
288,288,4225,MK_180,b,180 Auburn  Kent  S*,10180092,1180,MK_180,180 Auburn  Kent  S*,10180092,1180,0,b,4225,1180,b1,0
289,289,5284,MK_180,b,180 test,21180101,1180,MK_180,180 test,21180101,1180,0,b,5284,1180,b1,0
290,290,4016,MK_180,b,180 Auburn  Kent  S*,21180100,1180,MK_180,180 Auburn  Kent  S*,21180100,1180,0,b,4016,1180,b1,0
291,291,4224,MK_180,b,180 Auburn  Kent  S*,10180083,1180,MK_180,180 Auburn  Kent  S*,10180083,1180,0,b,4224,1180,b1,0
292,292,4886,577Na,b,577 FederalWay-Seat*,FEB14-577446,6577,577Na,577 FederalWay-Seat*,FEB14-577446,6577,0,b,4886,6577,b1,0
293,293,4899,592N,b,592 Seattle ExpressN,FEB14-592460,6592,592N,592 Seattle ExpressN,FEB14-592460,6592,0,b,4899,6592,b1,0
294,294,4904,595N,b,595 Seattle ExpressN,FEB14-595431,6595,595N,595 Seattle ExpressN,FEB14-595431,6595,0,b,4904,6595,b1,0
295,295,4255,MK_200,b,200 Issaquah Shuttle,10200021,1200,MK_200,200 Issaquah Shuttle,10200021,1200,0,b,4255,1200,b1,0
296,296,4256,MK_200,b,200 Issaquah Shuttle,10200022,1200,MK_200,200 Issaquah Shuttle,10200022,1200,0,b,4256,1200,b1,0
297,297,4257,MK_200,b,200 Issaquah Shuttle,21200023,1200,MK_200,200 Issaquah Shuttle,21200023,1200,0,b,4257,1200,b1,0
298,298,4053,556,b,556 Issaquah/UW/NTC,40556511,6556,556,556 Issaquah/UW/NTC,40556511,6556,0,b,4053,6556,b1,0
299,299,4276,MK_210,b,210 Issaquah,30210412,1210,MK_210,210 Issaquah,30210412,1210,0,b,4276,1210,b1,0
300,300,4281,MK_214,b,214 Seattle - Issaq*,30214067,1214,MK_214,214 Seattle - Issaq*,30214067,1214,0,b,4281,1214,b1,0
301,301,4127,MK_113,b,113 Shorewood  Whit*,10113020,1113,MK_113,113 Shorewood  Whit*,10113020,1113,0,b,4127,1113,b1,0
302,302,4134,MK_118,b,118 Vashon Is--Tahl*,21118006,1118,MK_118,118 Vashon Is--Tahl*,21118006,1118,0,b,4134,1118,b1,0
303,303,4141,MK_12,b,12 interlaken park,21012031,1012,MK_12,12 interlaken park,21012031,1012,0,b,4141,1012,b1,0
304,304,4142,MK_12,b,12 interlaken park,21012033,1012,MK_12,12 interlaken park,21012033,1012,0,b,4142,1012,b1,0
305,305,4237,MK_187,b,187 Federal Way/Twi*,10187008,1187,MK_187,187 Federal Way/Twi*,10187008,1187,0,b,4237,1187,b1,0
306,306,4288,MK_22,b,22 West Seattle/Whi*,21022098,1022,MK_22,22 West Seattle/Whi*,21022098,1022,0,b,4288,1022,b1,0
307,307,4306,MK_236,b,236 Woodinville/KTC*,20236060,1236,MK_236,236 Woodinville/KTC*,20236060,1236,0,b,4306,1236,b1,0
308,308,4418,MK_342,b,342 Renton/Shorelin*,20342033,1342,MK_342,342 Renton/Shorelin*,20342033,1342,0,b,4418,1342,b1,0
309,309,4318,MK_240,b,240 Bellevue\Renton,20240082,1240,MK_240,240 Bellevue\Renton,20240082,1240,0,b,4318,1240,b1,0
310,310,4462,MK_43,b,43 cbd/u-district,11043043,1043,MK_43,43 cbd/u-district,11043043,1043,0,b,4462,1043,b1,0
311,311,4528,MK_61,b,61 Ballard - North *,11061015,1061,MK_61,61 Ballard - North *,11061015,1061,0,b,4528,1061,b1,0
312,312,4622,MK_913,b,913 Kent - Riverview,40913006,1913,MK_913,913 Kent - Riverview,40913006,1913,0,b,4622,1913,b1,0
313,313,4627,MK_919,b,919 North and South*,21919005,1919,MK_919,919 North and South*,21919005,1919,0,b,4627,1919,b1,0
314,314,4810,PT204W,b,204 Lkwd-Parklnd WB,FEB14-204970,2204,PT204W,204 Lkwd-Parklnd WB,FEB14-204970,2204,0,b,4810,2204,b1,0
315,315,4921,PT485W,b,485 Benaroya-Olympi*,FEB14-48552,2485,PT485W,485 Benaroya-Olympi*,FEB14-48552,2485,0,b,4921,2485,b1,0
316,316,4956,KTKTFF2b,f,Foot Ferry Bre-Annap,Annapolis_bp_T08,4999,KTKTFF2b,Foot Ferry Bre-Annap,Annapolis_bp_T08,4999,0,f,4956,4999,f1,0
317,317,5150,KT33E,b,33 Silvrdale-Bain EB,33b_naz_T01,4033,KT33E,33 Silvrdale-Bain EB,33b_naz_T01,4033,0,b,5150,4033,b1,0
318,318,5086,KT90ANa,b,90A PoulsboN,90A_T01,4090,KT90ANa,90A PoulsboN,90A_T01,4090,0,b,5086,4090,b1,0
319,319,5100,KT96N,b,96 SunriseN,96pm_T04,4096,KT96N,96 SunriseN,96pm_T04,4096,0,b,5100,4096,b1,0
320,320,4450,MK_40,b,40 CBD-NGTC via Fre*,11040011,1040,MK_40,40 CBD-NGTC via Fre*,11040011,1040,0,b,4450,1040,b1,0
321,321,4455,MK_40,b,40 CBD-NGTC via Fre*,20040016,1040,MK_40,40 CBD-NGTC via Fre*,20040016,1040,0,b,4455,1040,b1,0
322,322,4336,MK_249,b,249 Bellevue/Overla*,41249121,1249,MK_249,249 Bellevue/Overla*,41249121,1249,0,b,4336,1249,b1,0
323,323,4639,MK_952,p,952 Auburn P&R to B*,10952037,1952,MK_952,952 Auburn P&R to B*,10952037,1952,0,p,4639,1952,p1,0
324,324,4638,MK_952,p,952 Auburn P&R to B*,10952035,1952,MK_952,952 Auburn P&R to B*,10952035,1952,0,p,4638,1952,p1,0
325,325,4969,417South,b,417 Mukilteo-Sea CBD,14SEP-Weekday-417s-4,3417,417South,417 Mukilteo-Sea CBD,14SEP-Weekday-417s-4,3417,0,b,4969,3417,b1,0
326,326,4159,MK_125,b,125 Westwood to CBD*,10125036,1125,MK_125,125 Westwood to CBD*,10125036,1125,0,b,4159,1125,b1,0
327,327,4500,540,b,540 Kirklnd-Univ Dst,30540523,6540,540,540 Kirklnd-Univ Dst,30540523,6540,0,b,4500,6540,b1,0
328,328,4778,MK_986,p,986 Lakeside School,40986024,1986,MK_986,986 Lakeside School,40986024,1986,0,p,4778,1986,p1,0
329,329,4966,415South,b,415 N Lynn-Sea CBD,415-sb-Weekday,3415,415South,415 N Lynn-Sea CBD,415-sb-Weekday,3415,0,b,4966,3415,b1,0
330,330,4035,MK_301,p,301 Aurora Village-*,11301130,1301,MK_301,301 Aurora Village-*,11301130,1301,0,p,4035,1301,p1,0
331,331,5243,ET70,b,70 Commuter East to*,RT70WB01,7070,ET70,70 Commuter East to*,RT70WB01,7070,0,b,5243,7070,b1,0
332,332,5298,MK_40,b,40 test,11040012,1040,MK_40,40 test,11040012,1040,0,b,5298,1040,b1,0
333,333,5299,MK_D Line,b,D Line test,11674025,1674,MK_D Line,D Line test,11674025,1674,0,b,5299,1674,b1,0
334,334,5300,MK_D Line,b,D Line test,20674022,1674,MK_D Line,D Line test,20674022,1674,0,b,5300,1674,b1,0
335,335,5341,MK_143,b,Maple Valley & Rent*,10143053,1143,MK_143,Maple Valley & Rent*,10143053,1143,0,b,5341,1143,b1,0
336,336,5344,MK_180,b,Auburn  Kent  SeaTa*,10180099,1180,MK_180,Auburn  Kent  SeaTa*,10180099,1180,0,b,5344,1180,b1,0
337,337,4798,PT13W,b,13 N 30th Street WB,FEB14-139105,2013,PT13W,13 N 30th Street WB,FEB14-139105,2013,0,b,4798,2013,b1,0
338,338,4908,PT402Sa,b,402 Meridian/Federa*,FEB14-4025425,2402,PT402Sa,402 Meridian/Federa*,FEB14-4025425,2402,0,b,4908,2402,b1,0
339,339,4396,MK_309,p,309 Kenmore - S Lk *,20309003,1309,MK_309,309 Kenmore - S Lk *,20309003,1309,0,p,4396,1309,p1,0
340,340,4403,MK_312,p,312 Woodinville/Bot*,20312048,1312,MK_312,312 Woodinville/Bot*,20312048,1312,0,p,4403,1312,p1,0
341,341,5105,KT106Ea,b,106 Fletcher Bay EB,106_T02,4106,KT106Ea,106 Fletcher Bay EB,106_T02,4106,0,b,5105,4106,b1,0
342,342,5106,KT11E,b,11 Crosstown Ltd EB,11w_T01,4011,KT11E,11 Crosstown Ltd EB,11w_T01,4011,0,b,5106,4011,b1,0
343,343,5133,KT21E,b,21 Perry Avenue,21_T09,4021,KT21E,21 Perry Avenue,21_T09,4021,0,b,5133,4021,b1,0
344,344,5149,KT32S,b,32 Poulsbo-Silvrdale,32p_T02,4032,KT32S,32 Poulsbo-Silvrdale,32p_T02,4032,0,b,5149,4032,b1,0
345,345,5163,KT81Ea,b,81 Annapolis Commutr,81_T03,4081,KT81Ea,81 Annapolis Commutr,81_T03,4081,0,b,5163,4081,b1,0
346,346,5164,KT85E,b,85 Mullenix Exp EB,85_T03,4085,KT85E,85 Mullenix Exp EB,85_T03,4085,0,b,5164,4085,b1,0
347,347,5165,KT86E,b,86 Southwrth Shtl EB,86c_T02,4086,KT86E,86 Southwrth Shtl EB,86c_T02,4086,0,b,5165,4086,b1,0
348,348,5166,KT86Ea,b,86 Southwrth Shtl EB,86c_T01,4086,KT86Ea,86 Southwrth Shtl EB,86c_T01,4086,0,b,5166,4086,b1,0
349,349,5167,KT86Eb,b,86 Southwrth Shtl EB,86b_T01,4086,KT86Eb,86 Southwrth Shtl EB,86b_T01,4086,0,b,5167,4086,b1,0
350,350,5180,KT90Sd,b,90 Poulsbo-Bainbr EB,90_i_T01,4090,KT90Sd,90 Poulsbo-Bainbr EB,90_i_T01,4090,0,b,5180,4090,b1,0
351,351,5181,KT90Se,b,90 Poulsbo-Bainbr EB,90_g_T01,4090,KT90Se,90 Poulsbo-Bainbr EB,90_g_T01,4090,0,b,5181,4090,b1,0
352,352,5182,KT90Sf,b,90 Poulsbo-Bainbr EB,90_h_T02,4090,KT90Sf,90 Poulsbo-Bainbr EB,90_h_T02,4090,0,b,5182,4090,b1,0
353,353,5210,KT43E,b,43 Viking Ave.E,43_T04,4043,KT43E,43 Viking Ave.E,43_T04,4043,0,b,5210,4043,b1,0
354,354,5211,KT106W,b,106 Fletcher BayW,106pm_T01,4106,KT106W,106 Fletcher BayW,106pm_T01,4106,0,b,5211,4106,b1,0
355,355,5212,KT15ACN,b,15AC McWilliams Shu*,15all_c_T01,4015,KT15ACN,15AC McWilliams Shu*,15all_c_T01,4015,0,b,5212,4015,b1,0
356,356,4648,MK_994,p,994 Downtown/Magnol*,10994010,1994,MK_994,994 Downtown/Magnol*,10994010,1994,0,p,4648,1994,p1,0
357,357,4383,MK_3,b,3 Route 3,21003563,1003,MK_3,3 Route 3,21003563,1003,0,b,4383,1003,b1,0
358,358,4388,MK_301,b,301 Aurora Village-*,11301125,1301,MK_301,301 Aurora Village-*,11301125,1301,0,b,4388,1301,b1,0
359,359,4389,MK_301,b,301 Aurora Village-*,20301132,1301,MK_301,301 Aurora Village-*,20301132,1301,0,b,4389,1301,b1,0
360,360,4417,MK_331,b,331 S03: Kenmore - *,41331023,1331,MK_331,331 S03: Kenmore - *,41331023,1331,0,b,4417,1331,b1,0
361,361,4428,MK_355,p,355 Shoreline Comm *,20355070,1355,MK_355,355 Shoreline Comm *,20355070,1355,0,p,4428,1355,p1,0
362,362,4534,MK_65,b,65 NTC to UW,11065080,1065,MK_65,65 NTC to UW,11065080,1065,0,b,4534,1065,b1,0
363,363,4721,MK_3,b,3 Route 3,10003554,1003,MK_3,3 Route 3,10003554,1003,0,b,4721,1003,b1,0
364,364,4725,MK_303,p,303 Shoreline - NTC*,11303067,1303,MK_303,303 Shoreline - NTC*,11303067,1303,0,p,4725,1303,p1,0
365,365,5285,MK_182,b,182 test,21182010,1182,MK_182,182 test,21182010,1182,0,b,5285,1182,b1,0
366,366,5293,MK_18,b,18 test,11018496,1018,MK_18,18 test,11018496,1018,0,b,5293,1018,b1,0
367,367,5393,MK_118,b,Vashon Is--Tahlequa*,21118009,1118,MK_118,Vashon Is--Tahlequa*,21118009,1118,0,b,5393,1118,b1,0
368,368,4646,MK_99,b,99 Waterfront,11099011,1099,MK_99,99 Waterfront,11099011,1099,0,b,4646,1099,b1,0
369,369,4001,MK_10,b,10 capitol hill,11010018,1010,MK_10,10 capitol hill,11010018,1010,0,b,4001,1010,b1,0
370,370,4002,MK_118,b,118 Vashon Is--Tahl*,10118358,1118,MK_118,118 Vashon Is--Tahl*,10118358,1118,0,b,4002,1118,b1,0
371,371,4033,MK_3,b,3 Route 3,10003557,1003,MK_3,3 Route 3,10003557,1003,0,b,4033,1003,b1,0
372,372,4037,MK_346,b,346 Aurora Village *,20346005,1346,MK_346,346 Aurora Village *,20346005,1346,0,b,4037,1346,b1,0
373,373,4072,MK_824,b,824 Newcastle/Facto*,20824005,1824,MK_824,824 Newcastle/Facto*,20824005,1824,0,b,4072,1824,b1,0
374,374,4074,MK_888,b,888 Interlake High *,21888027,1888,MK_888,888 Interlake High *,21888027,1888,0,b,4074,1888,b1,0
375,375,4075,MK_889,b,889 Sammamish HS/In*,11889027,1889,MK_889,889 Sammamish HS/In*,11889027,1889,0,b,4075,1889,b1,0
376,376,4118,MK_107,b,107 Rainier Beach/R*,10107014,1107,MK_107,107 Rainier Beach/R*,10107014,1107,0,b,4118,1107,b1,0
377,377,4162,MK_128,b,128 West Seattle-Wh*,20128035,1128,MK_128,128 West Seattle-Wh*,20128035,1128,0,b,4162,1128,b1,0
378,378,4185,MK_148,b,148 Fairwood--S.Ren*,10148007,1148,MK_148,148 Fairwood--S.Ren*,10148007,1148,0,b,4185,1148,b1,0
379,379,4186,MK_148,b,148 Fairwood--S.Ren*,21148008,1148,MK_148,148 Fairwood--S.Ren*,21148008,1148,0,b,4186,1148,b1,0
380,380,5384,MK_984,b,Lakeside School to *,20984016,1984,MK_984,Lakeside School to *,20984016,1984,0,b,5384,1984,b1,0
381,381,4233,MK_183,b,183 Kent/Federal Wa*,21183033,1183,MK_183,183 Kent/Federal Wa*,21183033,1183,0,b,4233,1183,b1,0
382,382,4234,MK_186,b,186 Auburn/Enumclaw*,30186011,1186,MK_186,186 Auburn/Enumclaw*,30186011,1186,0,b,4234,1186,b1,0
383,383,4326,MK_245,b,245 Factoria - Kirk*,11245094,1245,MK_245,245 Factoria - Kirk*,11245094,1245,0,b,4326,1245,b1,0
384,384,4327,MK_245,b,245 Factoria - Kirk*,20245090,1245,MK_245,245 Factoria - Kirk*,20245090,1245,0,b,4327,1245,b1,0
385,385,4466,MK_43,b,43 cbd/u-district,20043049,1043,MK_43,43 cbd/u-district,20043049,1043,0,b,4466,1043,b1,0
386,386,4474,MK_47,b,47 Summit,11047006,1047,MK_47,47 Summit,11047006,1047,0,b,4474,1047,b1,0
387,387,4510,MK_55,b,55 W. Sea. Admiral *,21055299,1055,MK_55,55 W. Sea. Admiral *,21055299,1055,0,b,4510,1055,b1,0
388,388,4593,MK_775,b,775 Water Taxi shut*,20775002,1775,MK_775,775 Water Taxi shut*,20775002,1775,0,b,4593,1775,b1,0
389,389,4653,MK_107,b,107 Rainier Beach/R*,21107017,1107,MK_107,107 Rainier Beach/R*,21107017,1107,0,b,4653,1107,b1,0
390,390,4656,MK_113,b,113 Shorewood  Whit*,10113021,1113,MK_113,113 Shorewood  Whit*,10113021,1113,0,b,4656,1113,b1,0
391,391,4660,MK_118,b,118 Vashon Is--Tahl*,10118004,1118,MK_118,118 Vashon Is--Tahl*,10118004,1118,0,b,4660,1118,b1,0
392,392,4766,MK_891,b,891 Mercer Island H*,21891004,1891,MK_891,891 Mercer Island H*,21891004,1891,0,b,4766,1891,b1,0
393,393,4767,MK_892,b,892 Mercer Island H*,11892004,1892,MK_892,892 Mercer Island H*,11892004,1892,0,b,4767,1892,b1,0
394,394,4768,MK_906,b,906 Southcenter/Fai*,41906003,1906,MK_906,906 Southcenter/Fai*,41906003,1906,0,b,4768,1906,b1,0
395,395,4088,MK_B Line,b,B Line B-Line Rapid*,41672006,1672,MK_B Line,B Line B-Line Rapid*,41672006,1672,0,b,4088,1672,b1,0
396,396,4296,MK_226,b,226 BTC Crossroads *,31226433,1226,MK_226,226 BTC Crossroads *,31226433,1226,0,b,4296,1226,b1,0
397,397,4079,MK_914,b,914 Kent Shopper Sh*,41914015,1914,MK_914,914 Kent Shopper Sh*,41914015,1914,0,b,4079,1914,b1,0
398,398,4470,MK_44,b,44 ballard/montlake,20044004,1044,MK_44,44 ballard/montlake,20044004,1044,0,b,4470,1044,b1,0
399,399,4790,PT100N,b,100 Gig Harbor NB,FEB14-1004116,2100,PT100N,100 Gig Harbor NB,FEB14-1004116,2100,0,b,4790,2100,b1,0
400,400,4791,PT100S,b,100 Gig Harbor SB,FEB14-1005117,2100,PT100S,100 Gig Harbor SB,FEB14-1005117,2100,0,b,4791,2100,b1,0
401,401,4792,PT102S,b,102 Gig Harbor Ex SB,FEB14-102579,2102,PT102S,102 Gig Harbor Ex SB,FEB14-102579,2102,0,b,4792,2102,b1,0
402,402,4822,PT2N,b,2 Bridgprt-S 19th NB,FEB14-24135,2002,PT2N,2 Bridgprt-S 19th NB,FEB14-24135,2002,0,b,4822,2002,b1,0
403,403,4827,PT300S,b,300 S Tacoma Way SB,FEB14-3005375,2300,PT300S,300 S Tacoma Way SB,FEB14-3005375,2300,0,b,4827,2300,b1,0
404,404,4828,PT300Sa,b,300 S Tacoma Way SB,FEB14-3005376,2300,PT300Sa,300 S Tacoma Way SB,FEB14-3005376,2300,0,b,4828,2300,b1,0
405,405,4836,PT409E,b,409 Puyallup-72nd EB,FEB14-4098107,2409,PT409E,409 Puyallup-72nd EB,FEB14-4098107,2409,0,b,4836,2409,b1,0
406,406,4837,PT409W,b,409 Puyallup-72nd WB,FEB14-4099112,2409,PT409W,409 Puyallup-72nd WB,FEB14-4099112,2409,0,b,4837,2409,b1,0
407,407,4841,PT410Wa,b,410 112th St WB,FEB14-4109132,2410,PT410Wa,410 112th St WB,FEB14-4109132,2410,0,b,4841,2410,b1,0
408,408,4844,PT42N,b,42 McKinley Ave NB,FEB14-42495,2042,PT42N,42 McKinley Ave NB,FEB14-42495,2042,0,b,4844,2042,b1,0
